event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text_terms,ru_scope_text_terms,representative_text,TriageStatus,TriageReason,CandidateCensusComplete,ScopeAuto,ScopeReason,EventFormAuto,EventFormReason,ExactReportDuplicateCluster,TriagePriority,ManualReviewRequired
151262,20220910,4,159073,ntv,https://www.ntv.ru/novosti/2723151/,STRATEGIC_AIRBASE,авиабаз,атак,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|Украин,Москв,"Украинская атака: ВСУ затягивают в «огневой каменный мешок» — Специальная военная операция России На авиабазе Рамштайн, где в обстановке полной секретности заседал так называемый клуб друзей и союзников Украины, западные генералы и политики ломали голову над тем, как еще помочь Киеву. Помогать, судя по настроениям в тамошних коридорах власти и военных штабах, придется довольно долго. В растиражированной на Западе статье украинского главкома Валерия Залужного тот рассказывает о планах военной кампании аж на 2023 год. Любые военные действия рано или поздно заканчиваются, но пока ни о финале, ни о переговорах, а тем более компромиссе ни Москва, ни Киев уже давно не говорят.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0089,P1_RUSSIA_UA_ACTOR,TRUE
151276,20220911,36,159101,ntv,https://www.ntv.ru/novosti/2723151/,STRATEGIC_AIRBASE,авиабаз,атак,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|Украин,Москв,"Украинская атака: ВСУ затягивают в «огневой каменный мешок» — Специальная военная операция России На авиабазе Рамштайн, где в обстановке полной секретности заседал так называемый клуб друзей и союзников Украины, западные генералы и политики ломали голову над тем, как еще помочь Киеву. Помогать, судя по настроениям в тамошних коридорах власти и военных штабах, придется довольно долго. В растиражированной на Западе статье украинского главкома Валерия Залужного тот рассказывает о планах военной кампании аж на 2023 год. Любые военные действия рано или поздно заканчиваются, но пока ни о финале, ни о переговорах, а тем более компромиссе ни Москва, ни Киев уже давно не говорят.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0089,P1_RUSSIA_UA_ACTOR,TRUE
152311,20221023,27,161433,ntv,https://www.ntv.ru/novosti/2729274/,ENERGY_GRID_SUPPORT,подстанц,Удар|атак|ракет,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|украин,Москв,"Экс-депутат Рады разоблачил «псевдоуспехи» ВСУ и предсказал взятие российскими войсками Одессы — Специальная военная операция России На этой неделе ракетные атаки шли практически каждый день и наносились вглубь всей украинской территории. Удары по электроподстанциям и линиям электропередачи привели к масштабным и длительным веерным отключениям. Власти призывают украинцев к тотальной экономии. При этом ошибкой было бы считать, что критическое состояние критически важной инфраструктуры хоть как-то изменило позицию официального Киева по поводу переговоров с Москвой. Владимир Зеленский снова заявил, что «пространства для переговоров» не осталось.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0090,P1_RUSSIA_UA_ACTOR,TRUE
95172,20221023,1,161432,ntv,https://www.ntv.ru/novosti/2729274/,ENERGY_GRID_SUPPORT,подстанц,Удар|атак|ракет,698740,Odessa,Odessa,Odes'ka,30.731689,46.484213,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,ВСУ|украин,Москв,"Экс-депутат Рады разоблачил «псевдоуспехи» ВСУ и предсказал взятие российскими войсками Одессы — Специальная военная операция России На этой неделе ракетные атаки шли практически каждый день и наносились вглубь всей украинской территории. Удары по электроподстанциям и линиям электропередачи привели к масштабным и длительным веерным отключениям. Власти призывают украинцев к тотальной экономии. При этом ошибкой было бы считать, что критическое состояние критически важной инфраструктуры хоть как-то изменило позицию официального Киева по поводу переговоров с Москвой. Владимир Зеленский снова заявил, что «пространства для переговоров» не осталось.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0090,P1_RUSSIA_UA_ACTOR,TRUE
228256,20221031,1,1628398,meduza,https://twitter.com/PaulJawin/status/1587325488208527360,AMMUNITION_ARSENAL,склад боеприпас,уничтож,707992,Blahodatne,Donets'k,Velykonovosilkivs'kyi,36.811333,47.797575,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,Украин,твер,"Украинская артиллерия, как утверждается, уничтожает российские РСЗО, склад боеприпасов и комплекс РЭБ южнее Великой Новоселки. Российские войска с марта безуспешно пытаются взять украинскую """"""""крепость"""""""" в этом районе.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
153152,20221124,1,1672958,pravdaua,https://www.pravda.com.ua/news/2022/11/24/7377735/,ENERGY_GRID_SUPPORT,підстанц,Удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,Україн,Москв,"Удари по ТЕС і підстанціях не змусять Україну до переговорів із Росією – ISW. Росія здійснила сьому серію масованих по житлових будинках, теплових електростанціях і підстанціях у Києві та кількох областях України, але це не змусить українську владу домовлятися з Москвою, констатують в Інституті вивчення війни.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
153314,20221130,1,163299,ntv,https://www.ntv.ru/novosti/2735941/,STRATEGIC_AIRBASE,аэродром,атак|удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,Украин,на территории России,Глава МИД Латвии призвал разрешить Украине атаковать российские аэродромы — Специальная военная операция России Министр иностранных дел Латвии Эдгарс Ринкевичс призвал Запад разрешить Киеву наносить удары по военным объектам на территории России.,REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,EXPLICIT_RUSSIA_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0091,P1_RUSSIA_UA_ACTOR,TRUE
153317,20221201,18,163326,ntv,https://www.ntv.ru/novosti/2735941/,STRATEGIC_AIRBASE,аэродром,атак|удар,703448,Kyiv,Kiev City,Shevchenkivs'kyi,30.52355,50.450441,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,0,Украин,на территории России,Глава МИД Латвии призвал разрешить Украине атаковать российские аэродромы — Специальная военная операция России Министр иностранных дел Латвии Эдгарс Ринкевичс призвал Запад разрешить Киеву наносить удары по военным объектам на территории России.,REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,EXPLICIT_RUSSIA_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,EXACT2022-0091,P1_RUSSIA_UA_ACTOR,TRUE
251841,20221214,1,1629031,meduza,https://twitter.com/GirkinGirkin/status/1605272465436975116,AMMUNITION_ARSENAL,складу боеприпас,удар,710209,Dekonskaya,Donets'k,Artemivs'kyi,38.114714,48.673779,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,1,a_rus_init_b,,a_rus_b,0,украин,твер,"Как утверждается, украинские военные нанесли удар по российскому складу боеприпасов на юго-восточной окраине Соледара. Большие потери не помешали ЧВК Вагнера ворваться в город.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
36851,20221214,2,1628875,meduza,https://twitter.com/mdfzeh/status/1610212399046352898,AMMUNITION_ARSENAL,склада боеприпас,удар|уничтож,691358,Torske,Donets'k,Krasnolymans'kyi,37.952894,49.021621,DROP,DROP_LOCATION_NOT_RU,,,,a_ukr_init_b,,a_ukr_b,0,a_rus_init_b,,a_rus_b,1,украин,твер,"Как утверждается, уничтожение артиллерийским ударом украинского склада боеприпасов в Торском.",REVIEW_TEXT_RUSSIA_UA_ACTOR,UA_ACTOR_TEXT+RU_SCOPE_TEXT,FALSE,RUSSIA_PROPER,RUSSIAN_PLACE_TEXT,EVENT_FORM_UNRESOLVED,NO_DECISIVE_EVENT_FORM_CUE,,P1_RUSSIA_UA_ACTOR,TRUE
