event_id_1pd,date,n_reports,event_ids_matching,sources_matching,source_urls,target_classes,target_terms,attack_terms,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,location_bucket,location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,ua_actor_text,ru_scope_text,representative_text,Stage1Triage,CandidateCensusComplete,ScopeAutoV1,ManualReviewRequired,UnknownPriorityV2,UnknownPriorityReasonV2,RussiaTargetTextHitsV2,UkraineActorEvidenceV2,RussiaActorEvidenceV2,UkraineAdm1EvidenceV2,CrimeaAdm1EvidenceV2,RussiaReviewMethodEvidenceV2,ResidualAuditFlags,RussiaTextHitsAudit,PossibleCompositeAudit,PossibleOtherYearAudit
68123,20251022,1,2505811,unian,https://www.unian.ua/war/poki-ne-syadut-na-guzhoviy-transport-pletenchuk-rozpoviv-pro-udari-po-naftobazah-v-krimu-13171140.html,FUEL_STORAGE_TERMINAL,нафтобаз,удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Поки не пересядуть на віслюків: Плетенчук розповів про удари по нафтобазах в Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68137,20251029,2,2532099,liga,https://news.liga.net/politics/news/drony-sbu-porazili-v-krymu-dve-neftebazy-i-protivovozdushnuyu-oboronu-rossiyan-istochnik,FUEL_STORAGE_TERMINAL,нефтебаз,Дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Дроны СБУ поразили в Крыму две нефтебазы и противовоздушную оборону россиян – источник,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68135,20251029,1,2507599,espreso,https://espreso.tv/viyna-z-rosiyeyu-bezpilotniki-sbu-zavdali-udariv-po-dvokh-naftobazakh-u-krimu-zmi,FUEL_STORAGE_TERMINAL,нафтобаз,Безпілот|удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,1,a_rus_b,1,TRUE,FALSE,Безпілотники СБУ завдали ударів по двох нафтобазах у Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68138,20251029,1,2507848,unian,https://www.unian.ua/war/krim-stalo-vidomo-shcho-vdalosya-uraziti-dronam-na-timchasovo-okupovanomu-pivostrovi-13178694.html,FUEL_STORAGE_TERMINAL,нафтобаз,дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,TRUE,FALSE,"У Криму дрони СБУ уразили дві нафтобази, """"Панцир-С2"""" та ворожі РЛС, - джерела",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
68139,20251030,1,2525928,liveuamap,https://t.me/supernova_plus/44936,FUEL_STORAGE_TERMINAL,нафтобаз,Дрон|атак,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Дрони атакували нафтобазу в Гвардійському під Сімферополем,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
262330,20251030,1,2525929,liveuamap,https://t.me/supernova_plus/44933,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,707777,Hvardiiske,Crimea,Simferopol's'kyi,34.02912,45.11653,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Дим піднімається на нафтобазі під Сімферополем після вибухів,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
367108,20251107,1,2526580,liveuamap,https://t.me/Crimeanwind/89135,FUEL_STORAGE_TERMINAL,нафтобаз,дрон|пожеж|удар,8997506,Bitumnoye,Crimea,Simferopol's'kyi,34.04148,45.0291,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,Повідомляється про пожежу після удару дрона на нафтобазі поблизу Сімферополя вночі,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68147,20251107,1,2526586,liveuamap,https://t.me/GeneralStaffZSU/31116,FUEL_STORAGE_TERMINAL|REFINING_PETROCHEM_GAS,нафтобаз|нафтоперероб,безпілот|удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"Генеральний штаб Збройних сил України повідомляє про військові удари по базі безпілотників типу Шахед на території Донецького аеропорту, Волгоградському нафтопереробному заводу та нафтобазам у Гвардійському та Сімферополі в окупованому Криму",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
68145,20251107,1,2510691,unian,https://www.unian.ua/war/udar-po-naftobazah-u-krimu-u-sso-pokazali-video-13188579.html,FUEL_STORAGE_TERMINAL,нафтобаз,знищ|удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,TRUE,FALSE,"ССО показали, як знищують нафтобази ворога у Криму: які наслідки ударів (відео)",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68148,20251108,1,2557768,liga,https://news.liga.net/politics/video/sily-spetsoperatsii-unichtozhili-puskovuyu-s-400-i-sklad-boepripasov-okkupantov-v-krymu-video,AMMUNITION_ARSENAL,склад боеприпас,уничтож,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Силы спецопераций уничтожили пусковую С-400 и склад боеприпасов оккупантов в Крыму – видео,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68149,20251108,1,2510725,espreso,https://espreso.tv/viyna-z-rosiyeyu-sso-znishchili-puskovu-ustanovku-triumf-ta-sklad-boepripasiv-u-krimu,AMMUNITION_ARSENAL,склад боєприпас,знищ,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,"ССО знищили пускову установку """"Тріумф"""" та склад боєприпасів у Криму",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,POSSIBLE_COMPOSITE,,TRUE,FALSE
359210,20251111,1,2526982,liveuamap,https://t.me/ukrpravda_news/70577,FUEL_STORAGE_TERMINAL,нафтобаз,Дрон|атак,7037622,Kar'yernoye,Crimea,Saks'kyi,33.59685,45.29693,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,FALSE,FALSE,Дрони атакували нафтобазу Гвадрійська в окупованому Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68162,20251115,1,2513417,unian,https://www.unian.ua/war/u-volgogradi-droni-atakuyut-npz-po-krimu-b-yut-neptunami-socmerezhi-13197438.html,REFINING_PETROCHEM_GAS,НПЗ,атак|дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"У Волгограді дрони атакують НПЗ, по Криму б'ють """"Нептунами"""", - соцмережі (відео)",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68168,20251123,1,2516455,unian,https://www.unian.ua/war/brom-krim-sili-bezpilotnih-sistem-atakuvali-zavod-ta-pidstanciyu-v-okupovanomu-krimu-13205496.html,DEFENSE_INDUSTRY,ВПК,Атак,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,"Атаковано великий хімзавод у Криму, який працював на ВПК окупантів: Мадяр показав відео",REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,FALSE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68187,20251204,1,2538552,espreso,https://espreso.tv/viyna-z-rosiyeyu-biytsi-gur-znishchili-rosiyskiy-vinishchuvach-mig-29-na-aerodromi-u-krimu,STRATEGIC_AIRBASE,аеродром,знищ,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,FALSE,FALSE,Бійці ГУР знищили російський винищувач МіГ-29 на аеродромі у Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
257057,20251205,1,2538803,liveuamap,https://t.me/channel24_ua/196550,STRATEGIC_AIRBASE,аеродром,безпілот|знищ,707281,Kacha,Sevastopol',Nakhimovs'kyi,33.5677,44.77657,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Українська військова розвідка знищила винищувач МіГ-29 на аеродромі Кача за допомогою безпілотників,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
56415,20251211,1,2577231,liveuamap,https://t.me/Crimeanwind/90734,STRATEGIC_AIRBASE,аеродром,вибух,693342,Sofiivka,Crimea,Simferopol's'kyi,33.98569,45.11628,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,FALSE,FALSE,На аеродромі Гвардійське в окупованому Криму сталося кілька вибухів,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,FALSE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68219,20251218,1,2628224,liga,https://news.liga.net/politics/news/drony-sbu-udarili-po-aerodromu-v-krymu-unichtozheno-tehniki-na-sotni-millionov-dollarov,STRATEGIC_AIRBASE,аэродром,Дрон|Уничтож|удар,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,0,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Дроны СБУ ударили по аэродрому в Крыму. Уничтожено техники на сотни миллионов долларов,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
68222,20251220,1,2640678,espreso,https://espreso.tv/viyna-z-rosiyeyu-droni-sbu-urazili-dva-rosiyski-litaki-su-27-na-aerodromi-belbek-u-krimu,STRATEGIC_AIRBASE,аеродром,Дрон,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,TRUE,FALSE,Дрони СБУ уразили два російські літаки Су-27 на аеродромі Бельбек у Криму,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
149720,20251221,1,2659853,liveuamap,https://t.me/SBUkr/16448,STRATEGIC_AIRBASE,аеродром,Дрон,702463,Liubymivka,Sevastopol',Nakhimovs'kyi,33.56495,44.68914,REVIEW,REVIEW_DISPUTED_CRIMEA,,,,a_ukr_init_b,0,a_ukr_b,1,a_rus_init_b,1,a_rus_b,1,TRUE,FALSE,Дрони Служби безпеки України вразили 2 винищувачі Су-27 на аеродромі Бельбек,REVIEW,FALSE,UNKNOWN,TRUE,L1_CRIMEA_GEO,VIINA_ADM1_CRIMEA,,TRUE,TRUE,FALSE,TRUE,FALSE,,,FALSE,FALSE
