event_id_1pd,date,n_reports_viina,raw_reports_matching,event_ids_matching,sources_matching,source_urls,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,GEO_PRECISION,raw_geonameids,raw_places,raw_ADM1,raw_ADM2,a_ukr_init_field,a_ukr_init,a_ukr_field,a_ukr,a_rus_init_field,a_rus_init,a_rus_field,a_rus,t_mil_field,t_mil,t_uav_field,t_uav,t_airstrike_field,t_airstrike,t_artillery_field,t_artillery,t_property_field,t_property,t_raid_field,t_raid,target_class_auto,matched_target_terms,matched_attack_terms,representative_text,ukrainian_initiator_gate,russia_location_gate,russia_location_method,nearest_ru_distance_km,nearest_ru_geonameid,nearest_ru_name,study_period_gate,manual_review_required,candidate_status,ReviewDecisionAuto,DecisionReason,EventGate,EventGateReason,LocationEvidence,TextGeoConflict,SplitRequired,RelatedEventID,DecisionConfidence,PriorityGroup,ManualDecisionRequired
311085,20251008,2,1,2523861,liveuamap,https://t.me/GeneralStaffZSU/29899,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,35.39314,45.06599,ADM3,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,AMMUNITION_ARSENAL|FUEL_STORAGE_TERMINAL,нафтовому термінал|складу боєприпас,удар,"Генеральний штаб Збройних сил України: вночі українські Збройні сили завдали ударів по військовому заводу імені Свердлова в Дзержинську Нижегородської області Росії, нафтовому терміналу в Феодосії, окупований Крим, а також по складу боєприпасів 18-ї армії в окупованому Криму",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,TRUE,FALSE,,HIGH,3_CRIMEA,FALSE
311086,20251008,1,1,2523899,liveuamap,https://t.me/exilenova_plus/12882,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,35.39151,45.06855,ADM3,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,0,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж|атак|дрон,Пожежа на нафтобазі у Феодосії після ймовірної атаки дрона,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
399662,20251008,1,1,2500654,espreso,https://espreso.tv/viyna-z-rosiyeyu-pozhezha-na-naftobazi-v-feodosii-pislya-vluchannya-bpla-virue-tretiy-den-okupatsiyna-vlada-movchit-lyudi-viizhdzhayut,,,,,35.38391,45.02665,ADM3,,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,0,t_raid_b,0,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж,"Пожежа на нафтобазі в Феодосії після влучання БПЛА вирує третій день, окупаційна влада мовчить, люди виїжджають",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68095,20251008,1,1,2523862,liveuamap,https://t.me/GeneralStaffZSU/29899,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,AMMUNITION_ARSENAL|FUEL_STORAGE_TERMINAL,нафтовому термінал|складу боєприпас,удар,"Генеральний штаб Збройних сил України: вночі українські Збройні сили завдали ударів по військовому заводу імені Свердлова в Дзержинську Нижегородської області Росії, нафтовому терміналу в Феодосії, окупований Крим, а також по складу боєприпасів 18-ї армії в окупованому Криму",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,TRUE,FALSE,,HIGH,3_CRIMEA,FALSE
311087,20251009,2,1,2524041,liveuamap,https://t.me/GeneralStaffZSU/29899,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,35.39314,45.06599,ADM3,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,AMMUNITION_ARSENAL|FUEL_STORAGE_TERMINAL,нафтовому термінал|складу боєприпас,удар,"Генеральний штаб Збройних сил України: вночі українські Збройні сили завдали ударів по військовому заводу імені Свердлова в Дзержинську Нижегородської області Росії, нафтовому терміналу в Феодосії, окупований Крим, а також по складу боєприпасів 18-ї армії в окупованому Криму",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,TRUE,FALSE,,HIGH,3_CRIMEA,FALSE
311088,20251009,1,1,2524078,liveuamap,https://t.me/exilenova_plus/12882,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,35.39151,45.06855,ADM3,712048,Blizhnye Kamyshi,Crimea,Feodosiis'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,0,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж|атак|дрон,Пожежа на нафтобазі у Феодосії після ймовірної атаки дрона,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68097,20251009,1,1,2524042,liveuamap,https://t.me/GeneralStaffZSU/29899,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,AMMUNITION_ARSENAL|FUEL_STORAGE_TERMINAL,нафтовому термінал|складу боєприпас,удар,"Генеральний штаб Збройних сил України: вночі українські Збройні сили завдали ударів по військовому заводу імені Свердлова в Дзержинську Нижегородської області Росії, нафтовому терміналу в Феодосії, окупований Крим, а також по складу боєприпасів 18-ї армії в окупованому Криму",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,TRUE,FALSE,,HIGH,3_CRIMEA,FALSE
399666,20251013,1,1,2502421,unian,https://www.unian.ua/war/feodosiya-naftobaza-znovu-gorit-pislya-ataki-bezpilotnikiv-13160697.html,,,,,35.38391,45.02665,ADM3,,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,0,FUEL_STORAGE_TERMINAL,нафтобаз,атак|дрон,"Вдруге за тиждень: у Феодосії потужно палає нафтобаза після атаки дронів (фото, відео)",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
311093,20251015,1,1,2524600,liveuamap,https://t.me/Crimeanwind/87826,712050,Blizhneye,Crimea,Feodosiis'ka,35.31581,45.07612,ADM3,712050,Blizhneye,Crimea,Feodosiis'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,ENERGY_GRID_SUPPORT|FUEL_STORAGE_TERMINAL,нафтобаз|підстанц,Дрон|атак,Дрони атакували кілька підстанцій та нафтобазу в окупованому Криму,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
399670,20251015,1,1,2531842,liga,https://news.liga.net/politics/news/podtverzhden-udar-po-neftetebaze-v-feodosii-povrezhdeny-16-rezervuarov-pozhar-prodolzhaetsya,,,,,35.38391,45.02665,ADM3,,,,,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нефтебаз,поврежд|пожар|удар,"Подтвержден удар по нефтебазе в Феодосии: повреждены 16 резервуаров, пожар продолжается",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
311094,20251016,1,1,2524751,liveuamap,https://t.me/Crimeanwind/87826,712050,Blizhneye,Crimea,Feodosiis'ka,35.31581,45.07612,ADM3,712050,Blizhneye,Crimea,Feodosiis'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,ENERGY_GRID_SUPPORT|FUEL_STORAGE_TERMINAL,нафтобаз|підстанц,Дрон|атак,Дрони атакували кілька підстанцій та нафтобазу в окупованому Криму,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68110,20251017,1,1,2531886,liga,https://news.liga.net/politics/news/v-krymu-pereboi-so-svetom-povrezhdeny-elektropodstantsii-gorit-i-neftebaza-video,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,0,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,0,ENERGY_GRID_SUPPORT|FUEL_STORAGE_TERMINAL,нефтебаз|подстанц,поврежд,В Крыму перебои со светом – повреждены электроподстанции. Горит и нефтебаза – видео,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68112,20251017,1,1,2503786,unian,https://www.unian.ua/war/v-krimu-progrimili-vibuhi-shcho-vidomo-video-13165512.html,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,"В Криму прогриміли вибухи: палає нафтобаза, видно стовпи диму (відео)",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
359208,20251019,1,1,2525026,liveuamap,https://t.me/zaporizka_sish/84234,7037622,Kar'yernoye,Crimea,Saks'kyi,33.60053,45.2965,ADM3,7037622,Kar'yernoye,Crimea,Saks'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,0,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,дрон|удар,Сили спеціальних операцій підтвердили удари дронами FP-2 по нафтобазі та ФДКУ комбіната Гвардійський в Криму,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
359209,20251020,1,1,2525149,liveuamap,https://t.me/zaporizka_sish/84234,7037622,Kar'yernoye,Crimea,Saks'kyi,33.60053,45.2965,ADM3,7037622,Kar'yernoye,Crimea,Saks'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,0,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,дрон|удар,Сили спеціальних операцій підтвердили удари дронами FP-2 по нафтобазі та ФДКУ комбіната Гвардійський в Криму,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68123,20251022,1,1,2505811,unian,https://www.unian.ua/war/poki-ne-syadut-na-guzhoviy-transport-pletenchuk-rozpoviv-pro-udari-po-naftobazah-v-krimu-13171140.html,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,удар,Поки не пересядуть на віслюків: Плетенчук розповів про удари по нафтобазах в Криму,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68137,20251029,2,1,2532099,liga,https://news.liga.net/politics/news/drony-sbu-porazili-v-krymu-dve-neftebazy-i-protivovozdushnuyu-oboronu-rossiyan-istochnik,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нефтебаз,Дрон,Дроны СБУ поразили в Крыму две нефтебазы и противовоздушную оборону россиян – источник,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
262330,20251030,1,1,2525929,liveuamap,https://t.me/supernova_plus/44933,707777,Hvardiiske,Crimea,Simferopol's'kyi,34.02912,45.11653,ADM3,707777,Hvardiiske,Crimea,Simferopol's'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,0,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,Дим піднімається на нафтобазі під Сімферополем після вибухів,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
262331,20251030,1,1,2525927,liveuamap,https://t.me/supernova_plus/44936,707777,Hvardiiske,Crimea,Simferopol's'kyi,34.02946,45.11663,ADM3,707777,Hvardiiske,Crimea,Simferopol's'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,Дрон|атак,Дрони атакували нафтобазу в Гвардійському під Сімферополем,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68139,20251030,1,1,2525928,liveuamap,https://t.me/supernova_plus/44936,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,Дрон|атак,Дрони атакували нафтобазу в Гвардійському під Сімферополем,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
262332,20251031,1,1,2526095,liveuamap,https://t.me/supernova_plus/44933,707777,Hvardiiske,Crimea,Simferopol's'kyi,34.02912,45.11653,ADM3,707777,Hvardiiske,Crimea,Simferopol's'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,0,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,0,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,Дим піднімається на нафтобазі під Сімферополем після вибухів,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
262333,20251031,1,1,2526093,liveuamap,https://t.me/supernova_plus/44936,707777,Hvardiiske,Crimea,Simferopol's'kyi,34.02946,45.11663,ADM3,707777,Hvardiiske,Crimea,Simferopol's'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,Дрон|атак,Дрони атакували нафтобазу в Гвардійському під Сімферополем,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68140,20251031,1,1,2526094,liveuamap,https://t.me/supernova_plus/44936,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,Дрон|атак,Дрони атакували нафтобазу в Гвардійському під Сімферополем,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
370294,20251107,1,1,2526585,liveuamap,https://t.me/GeneralStaffZSU/31116,9113069,Spartak,Donets'k,Iasynuvats'kyi,37.74862,48.07473,ADM3,9113069,Spartak,Donets'k,Iasynuvats'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL|REFINING_PETROCHEM_GAS,нафтобаз|нафтоперероб,безпілот|удар,"Генеральний штаб Збройних сил України повідомляє про військові удари по базі безпілотників типу Шахед на території Донецького аеропорту, Волгоградському нафтопереробному заводу та нафтобазам у Гвардійському та Сімферополі в окупованому Криму",TRUE,UNCERTAIN,REVIEW_NAME_ONLY_RU_SUPPORT,,,Spartak,TRUE,TRUE,REVIEW_NAME_ONLY_RU_SUPPORT,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68147,20251107,1,1,2526586,liveuamap,https://t.me/GeneralStaffZSU/31116,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL|REFINING_PETROCHEM_GAS,нафтобаз|нафтоперероб,безпілот|удар,"Генеральний штаб Збройних сил України повідомляє про військові удари по базі безпілотників типу Шахед на території Донецького аеропорту, Волгоградському нафтопереробному заводу та нафтобазам у Гвардійському та Сімферополі в окупованому Криму",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
370295,20251108,1,1,2526722,liveuamap,https://t.me/GeneralStaffZSU/31116,9113069,Spartak,Donets'k,Iasynuvats'kyi,37.74862,48.07473,ADM3,9113069,Spartak,Donets'k,Iasynuvats'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL|REFINING_PETROCHEM_GAS,нафтобаз|нафтоперероб,безпілот|удар,"Генеральний штаб Збройних сил України повідомляє про військові удари по базі безпілотників типу Шахед на території Донецького аеропорту, Волгоградському нафтопереробному заводу та нафтобазам у Гвардійському та Сімферополі в окупованому Криму",TRUE,UNCERTAIN,REVIEW_NAME_ONLY_RU_SUPPORT,,,Spartak,TRUE,TRUE,REVIEW_NAME_ONLY_RU_SUPPORT,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
68150,20251108,1,1,2526723,liveuamap,https://t.me/GeneralStaffZSU/31116,693805,Simferopol,Crimea,Simferopol's'ka,34.09941,44.95363,ADM3,693805,Simferopol,Crimea,Simferopol's'ka,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL|REFINING_PETROCHEM_GAS,нафтобаз|нафтоперероб,безпілот|удар,"Генеральний штаб Збройних сил України повідомляє про військові удари по базі безпілотників типу Шахед на території Донецького аеропорту, Волгоградському нафтопереробному заводу та нафтобазам у Гвардійському та Сімферополі в окупованому Криму",TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,UNCERTAIN,EVENT_WORDING_NOT_DECISIVE,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
359210,20251111,1,1,2526982,liveuamap,https://t.me/ukrpravda_news/70577,7037622,Kar'yernoye,Crimea,Saks'kyi,33.59685,45.29693,ADM3,7037622,Kar'yernoye,Crimea,Saks'kyi,a_ukr_init_b,1,a_ukr_b,1,a_rus_init_b,0,a_rus_b,1,t_mil_b,1,t_uav_b,1,t_airstrike_b,0,t_artillery_b,0,t_property_b,1,t_raid_b,1,FUEL_STORAGE_TERMINAL,нафтобаз,Дрон|атак,Дрони атакували нафтобазу Гвадрійська в окупованому Криму,TRUE,UNCERTAIN,REVIEW_DISPUTED_CRIMEA,,,,TRUE,TRUE,REVIEW_DISPUTED_CRIMEA,CRIMEA_REVIEW,CRIMEA_LOCATION_CONFIRMED,PASS,FRESH_ATTACK_WORDING,CRIMEA,FALSE,FALSE,,HIGH,3_CRIMEA,FALSE
