DedupeClusterID,CanonicalEventID1pd,ClusterRowCount,MemberEventIDs,MemberDates,SourceURLs,RepresentativeText,DedupeBasis,CanonicalSelectionRule,CandidateCensusComplete
EXACT2022-0059,125485,2,125485|125490,20220828|20220829,https://www.ntv.ru/novosti/2721181/,"В Мариуполе саперы разминируют территорию завода «Азовмаш» — Специальная военная операция России Взрывы, гремящие в Мариуполе, свидетельствуют о возвращении к мирной жизни. В городе идет разминирование завода «Азовмаш», который украинские силовики, как и предприятие «Азовсталь», превратили в мощный укрепрайон. Перед сдачей в плен ВСУ и нацбатальонов заминировали десятки гектаров огромного предприятия.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0060,197453,2,197453|197498,20220830|20220831,https://twitter.com/hochu_dodomu/status/1564172233572061186,Вибухи на складі боєприпасів у Гаврилівці Бериславського району Херсонської області,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0061,37876,2,37876|37879,20220903|20220904,https://t.me/info_zp/14808,Вибухи на складі боєприпасів у Токмаку,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0062,197592,2,197592|197610,20220905|20220906,https://t.me/operativnoZSU/39825,У Томиній Балці Херсонської області вибухнув склад боєприпасів,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0063,104867,2,104867|104868,20220908|20220909,https://t.me/lumsrc/2695,"Українська авіація завдала 27 авіаударів по російських базах, складах боєприпасів, командних пунктах і скупченнях військ і техніки, - йдеться в ранковому зведенні Генштабу ЗСУ.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0064,54376,4,54376|54392|151211|151232,20220908|20220909,https://t.me/spravdi/16715,"У спільній статті Головнокомандувача ЗСУ Валерія Залужного та першого заступника голови комітету з питань безпеки підтверджено, що за вибухами на авіабазі Саки в окупованому Криму стоять українські ракети.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0065,37714,4,37714|37715|37884|37886,20220909|20220910,https://t.me/info_zp/15184,У Токмаку Запорізької області вибухнув склад боєприпасів,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0066,37883,2,37883|37885,20220909|20220910,https://twitter.com/typicaldonetsk/status/1567925181917630467,Пожежа на складі боєприпасів у Токмаку,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0067,197690,2,197690|222684,20220911,https://mil.in.ua/uk/news/u-kahovtsi-pivdnya-deto1nuye-sklad/,"У Каховці пів дня детонує склад із боєприпасами РФ. У тимчасово окупованій Каховці у Херсонській області знищили склад боєприпасів. Місцеві мешканці повідомляють про детонацію, яка триває багато г...",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0068,62525,2,62525|62527,20221001|20221002,https://www.ntv.ru/novosti/2726165/|https://www.ntv.ru/video/click2145161/,"Губернатор Севастополя объяснил взрывы на аэродроме Бельбек 16+ || Губернатор Севастополя объяснил взрывы на аэродроме Бельбек Губернатор Севастополя Михаил Развожаев сообщил, что во время ЧП с самолетом на военном аэродроме в Севастополе произошел частичный подрыв боекомплекта.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0069,54760,2,54760|348495,20221008,https://nv.ua/ukr/ukraine/events/udar-po-naftobazi-u-feodosiji-pozhezhu-namagayutsya-zagasiti-drugu-dobu-video-50456694.html,"У Феодосії другу добу поспіль горить найбільша у Криму нафтобаза, яку атакували Сили оборони",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0070,54852,2,54852|348501,20221012,https://nv.ua/ukr/ukraine/events/pozhezhu-na-naftobazi-u-feodosiji-ne-mozhut-zagasiti-shostiy-den-pospil-50457971.html,Після удару Сил оборони. У Феодосії шостий день поспіль не можуть загасити найбільший нафтовий термінал Криму,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0071,54877,2,54877|348503,20221013,https://mil.in.ua/uk/news/pozhezha-na-naftobazi-u-feodosiyi-znyshhyla-8-naftovyh-rezervuariv/,"Пожежа на нафтобазі у Феодосії знищила 8 нафтових резервуарів. Російські екстрені служби завершили локалізацію пожежі на нафтобазі у Феодосії в тимчасово окупованому Криму.  Про це повідомляють OSINT-експерти...",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0072,62568,4,62568|62569|132870|132871,20221020|20221021,https://t.me/chanel24/59001,"В окупованому Севастополі пролунали вибухи. Влада повідомляє, що безпілотник був збитий поблизу авіабази Бельбек",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0073,62647,2,62647|62655,20221101|20221102,https://www.ntv.ru/novosti/2730799/,"Приостановка участия РФ в «зерновой сделке»: что происходит в портах — Специальная военная операция России Зерновая сделка сегодня снова оказалась в центре мировой политики. Россия была вынуждена приостановить свое участие в сделке после того, как Киев использовал для атаки на порт Севастополя гуманитарный коридор, выделенный для судов, вывозящих украинское зерно.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0074,198703,2,198703|198742,20221103|20221104,https://t.me/hueviyherson/28300,Ракетний удар по суднобудівному заводу в Херсоні,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0075,174133,2,174133|174136,20221105|20221106,https://www.ntv.ru/novosti/2731407/,СМИ: в подконтрольном Киеву Красноармейске произошел взрыв на военном складе — Специальная военная операция России Появились первые кадры с места взрывов на украинском складе боеприпасов в Красноармейске (Покровске).,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0076,270279,5,270279|270280|270281|348533|348534,20221117|20221118|20221119,https://t.me/breakingmash/39944,Російські ЗМІ повідомляють про падіння безпілотника на підстанції під Феодосією,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0077,55412,2,55412|62756,20221210,https://nv.ua/ukr/ukraine/events/krim-vibuhi-u-simferopoli-sevastopoli-ta-dzhankoji-shcho-vidomo-novini-ukrajini-50290061.html,"«Бавовна» у Криму. Телеграм-канали повідомляють про вибухи в районі аеродромів Сімферополя, Севастополя та Джанкоя",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0078,238160,2,238160|238171,20221227|20221228,https://t.me/UkraineNow/26070,Усі газові котельні в Донецькій області зупинили роботу через пошкодження магістрального трубопроводу в Харківській області,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0079,342494,2,342494|347733,20220224,https://www.facebook.com/anton.gerashchenko.7/posts/4865046130248862,"Российские СМИ публикуют информацию от Минобороны России. Территория в районе Чернобыльской АЭС накануне была взята под полный контроль российских войск, с военнослужащими украинского батальона охраны станции «достигнута договоренность о совместном обеспечении безопасности», радиоактивный фон в норме (при этом в инспекции ядерного регулирования Украины говорят, что радиоционный фон повысился из-за перемещения тяжеловесной техники по земле). В районе острова Змеиный сдались 82 украинских военных, с них берут подписку об отказе от боев и отпускают, утверждают в министерстве. Всего сложили оружие более 150 военных. Уничтожено 11 военных аэродромов, 13 пунктов управления, 14 зенитных ракетных комплексов ПВО, 36 радиолокационных станций, 11 летательных аппаратов, 18 бронированных машин, семь систем залпового огня.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0080,145205,2,145205|229015,20220225,https://zona.media/online/2022/02/24/war-2,"При захвате аэродрома в Гостомеле под Киевом были убиты больше «200 националистов», утверждает российское Минобороны.  «При захвате аэродрома было уничтожено более двухсот националистов из состава специальных подразделений Украины», — сказали в военном ведомстве.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0081,342498,2,342498|347748,20220225,https://zona.media/online/2022/02/24/war-2,"Российские СМИ публикуют информацию от Минобороны России.  Территория в районе Чернобыльской АЭС накануне была взята под полный контроль российских войск, с военнослужащими украинского батальона охраны станции «достигнута договоренность о совместном обеспечении безопасности», радиоактивный фон в норме (при этом в инспекции ядерного регулирования Украины говорят, что радиоционный фон повысился из-за перемещения тяжеловесной техники по земле).  В районе острова Змеиный сдались 82 украинских военных, с них берут подписку об отказе от боев и отпускают, утверждают в министерстве. Всего сложили оружие более 150 военных.   Уничтожено 11 военных аэродромов, 13 пунктов управления, 14 зенитных ракетных комплексов ПВО, 36 радиолокационных станций, 11 летательных аппаратов, 18 бронированных машин, семь систем залпового огня.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0082,145724,2,145724|229066,20220303,https://www.youtube.com/watch?v=fYUT36YGOh8,"Российский «Первый канал» опубликовал репортаж из аэродрома Гостомель под Киевом. На кадрах репортажа виден сожженный самолет Ан-225 «Мрия» — один из самых больших и мощных самолетов украинского производства в мире. Сотрудница «Первого канала» утверждает, что в ангар, где находилось судно, попал снаряд украинской артиллерии. 27 февраля, на четвертый день вторжения в Украину, Верховная рада сообщала, что «Мрия» сгорела в результате воздушной атаки российских войск.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0083,29408,2,29408|29416,20220305|20220306,https://www.instagram.com/p/Cat6IYVqteF/,"Советник главы МВД Украины Антон Геращенко опубликовал фото и видео последствий ракетного удара по аэропорту в Виннице. Снимки непосредственно с территории разрушенного аэродрома у себя в телеграм-канале выложил мэр Винницы Сергей Моргунов. Ранее Владимир Зеленский сообщил, что в результате ракетного удара аэропорт оказался разрушен. Глава МИД Украины уточнил, что удар по Виннице был нанесен крылатыми ракетами. || Вечерний брифинг Минобороны, коротко: — Минобороны подтвердило уничтожение аэродрома в Виннице; — Практически вся боеспособная авиация ВСУ уничтожена, утверждают в Минобороны; — Также в Минобороны утверждают, что оставшаяся украинская авиация базируется в соседних странах, в том числе в Румынии. Это может расцениваться как вовлечение таких стран в вооруженный конфликт, сказал представитель Минобороны Игорь Конашенков. — Конашенков также утверждает, что российские военные вскрыли «факты зачистки киевским режимом следов реализуемой на Украине военно-биологической программы, финансируемой Минобороны США». По словам Конашенкова, российским военными получены данные о «секретных биологических экспериментах на территории Украины».",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0084,75116,3,75116|75117|137498,20220306|20220307,https://www.facebook.com/DSNSMYKOL/posts/264908269151338,"На нефтебазе в Луганске начался пожар. Представители самопровозглашенной ЛНР утверждают, что удар по объекту нанесла украинская сторона, пишет «Интерфакс». Обновлено в 09:55. Глава СК Александр Бастрыкин, по данным «РИА Новости», поручил возбудить уголовное дело «по факту нанесения ракетного удара» по нефтебазе. Восемью днями ранее он требовал провести аналогичное расследование после взрыва нефтебазы в городе Ровеньки на территории ЛНР.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0085,131195,2,131195|131201,20220504|20220505,https://www.ntv.ru/novosti/2704384/|https://www.ntv.ru/video/click2111410/,Нефтебаза в Макеевке загорелась после взрыва 16+ — Специальная военная операция России || Нефтебаза в Макеевке загорелась после взрыва — Специальная военная операция России Украинские военные атаковали Макеевку в Донецкой народной республике. Под удар попала нефтебаза в Червоногвардейском районе.,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0086,65895,2,65895|65916,20220504|20220505,https://www.ntv.ru/novosti/2704384/,Нефтебаза в Макеевке загорелась после взрыва — Специальная военная операция России Украинские военные атаковали Макеевку в Донецкой народной республике. Под удар попала нефтебаза в Червоногвардейском районе.,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0087,83194,4,83194|83195|338339|338346,20220722|20220723,https://www.ntv.ru/novosti/2715998/,"ВСУ разрушили завод в Пологах Запорожской области: видео — Специальная военная операция России В Пологах Запорожской области попал на видео поврежденный снарядами Украины маслоэкстракционный завод. Здания завода сильно обгорели и повреждены, отдельные строения разрушены.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0088,231931,2,231931|259528,20220822,https://t.me/romanov_92/25356,"Пожар на подстанции в Энергодаре, возникший в результате, как утверждается, удара со стороны ВСУ. Утверждается, что станция и часть Херсонской области обесточены..",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0089,151262,2,151262|151276,20220910|20220911,https://www.ntv.ru/novosti/2723151/,"Украинская атака: ВСУ затягивают в «огневой каменный мешок» — Специальная военная операция России На авиабазе Рамштайн, где в обстановке полной секретности заседал так называемый клуб друзей и союзников Украины, западные генералы и политики ломали голову над тем, как еще помочь Киеву. Помогать, судя по настроениям в тамошних коридорах власти и военных штабах, придется довольно долго. В растиражированной на Западе статье украинского главкома Валерия Залужного тот рассказывает о планах военной кампании аж на 2023 год. Любые военные действия рано или поздно заканчиваются, но пока ни о финале, ни о переговорах, а тем более компромиссе ни Москва, ни Киев уже давно не говорят.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0090,95172,2,95172|152311,20221023,https://www.ntv.ru/novosti/2729274/,"Экс-депутат Рады разоблачил «псевдоуспехи» ВСУ и предсказал взятие российскими войсками Одессы — Специальная военная операция России На этой неделе ракетные атаки шли практически каждый день и наносились вглубь всей украинской территории. Удары по электроподстанциям и линиям электропередачи привели к масштабным и длительным веерным отключениям. Власти призывают украинцев к тотальной экономии. При этом ошибкой было бы считать, что критическое состояние критически важной инфраструктуры хоть как-то изменило позицию официального Киева по поводу переговоров с Москвой. Владимир Зеленский снова заявил, что «пространства для переговоров» не осталось.",EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
EXACT2022-0091,153314,2,153314|153317,20221130|20221201,https://www.ntv.ru/novosti/2735941/,Глава МИД Латвии призвал разрешить Украине атаковать российские аэродромы — Специальная военная операция России Министр иностранных дел Латвии Эдгарс Ринкевичс призвал Запад разрешить Киеву наносить удары по военным объектам на территории России.,EXACT_SOURCE_URL_AND_REPRESENTATIVE_TEXT,EARLIEST_VIINA_DATE_THEN_LOWEST_EVENT_ID_1PD,FALSE
