event_id_1pd,date,n_reports_viina,raw_reports_matching,event_ids_matching,sources_matching,source_urls,geonameid,asciiname,ADM1_NAME,ADM2_NAME,longitude,latitude,GEO_PRECISION,a_ukr,a_rus,t_mil,t_airstrike,t_artillery,t_property,t_raid,target_class_auto,matched_target_terms,matched_attack_terms,representative_text,russia_geonames_gate,study_period_gate,manual_review_required,candidate_status
399655,20251006,2,2,2499508|2499510,espreso,https://espreso.tv/viyna-z-rosiyeyu-v-okupovaniy-feodosii-palae-naftobaza-u-sevastopoli-evpatorii-ta-novofedorivtsi-lunali-vibukhi,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,"В окупованій Феодосії палає нафтобаза, у Севастополі, Євпаторії та Новофедорівці лунали вибухи || В окупованій Феодосії палає нафтобаза, у Севастополі, Євпаторії та Новофедорівці лунали вибухи",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399657,20251006,2,2,2499847|2499849,espreso,https://espreso.tv/viyna-z-rosiyeyu-v-okupovaniy-feodosii-palae-naftobaza-u-sevastopoli-evpatorii-ta-novofedorivtsi-lunali-vibukhi,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,вибух,"В окупованій Феодосії палає нафтобаза, у Севастополі, Євпаторії та Новофедорівці вибухи, на АЗС відсутній бензин || В окупованій Феодосії палає нафтобаза, у Севастополі, Євпаторії та Новофедорівці вибухи, на АЗС відсутній бензин",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399660,20251007,1,1,2500627,unian,https://www.unian.ua/war/udar-po-naftobazi-u-feodosiji-z-yavilisya-foto-naslidkiv-13154937.html,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,удар,Дим на 12 кілометрів: з'явилися фото нафтобази у Феодосії після удару ЗСУ,TRUE,TRUE,TRUE,DISCOVERY_ONLY
399661,20251008,1,1,2500930,unian,https://www.unian.ua/war/feodosiya-naftobaza-palaye-tretyu-dobu-lyudi-vijizhdzhayut-z-mista-13155900.html,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,атак,"Третю добу палає нафтобаза у Феодосії після атаки ЗСУ, з міста почали виїжджати люди, - ЗМІ",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399662,20251008,1,1,2500654,espreso,https://espreso.tv/viyna-z-rosiyeyu-pozhezha-na-naftobazi-v-feodosii-pislya-vluchannya-bpla-virue-tretiy-den-okupatsiyna-vlada-movchit-lyudi-viizhdzhayut,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж,"Пожежа на нафтобазі в Феодосії після влучання БПЛА вирує третій день, окупаційна влада мовчить, люди виїжджають",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399664,20251013,1,1,2502440,espreso,https://espreso.tv/viyna-z-rosiyeyu-ukrainski-droni-atakuvali-naftobazu-u-feodosii-ta-kilka-elektropidstantsiy-v-krimu-zmi,,,,,35.38391,45.02665,ADM3,,,,,,,,ENERGY_GRID_SUPPORT|FUEL_STORAGE_TERMINAL,нафтобаз|підстанц,атак|дрон,Українські дрони атакували нафтобазу у Феодосії та кілька електропідстанцій в Криму,TRUE,TRUE,TRUE,DISCOVERY_ONLY
399665,20251013,1,1,2531791,liga,https://news.liga.net/region_news/news/v-feodosii-atakovana-neftebaza-foto-i-video-masshtabnogo-pozhara,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтебаз,атак|пожар,В Феодосии атакована нефтебаза: фото и видео масштабного пожара,TRUE,TRUE,TRUE,DISCOVERY_ONLY
399666,20251013,1,1,2502421,unian,https://www.unian.ua/war/feodosiya-naftobaza-znovu-gorit-pislya-ataki-bezpilotnikiv-13160697.html,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,атак|дрон,"Вдруге за тиждень: у Феодосії потужно палає нафтобаза після атаки дронів (фото, відео)",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399669,20251015,2,1,2503110,espreso,https://espreso.tv/viyna-z-rosiyeyu-sili-oboroni-ukraini-zavdali-povtornogo-udaru-po-naftobazi-v-okupovaniy-feodosii,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,удар,Сили оборони України завдали повторного удару по нафтобазі в окупованій Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
399670,20251015,1,1,2531842,liga,https://news.liga.net/politics/news/podtverzhden-udar-po-neftetebaze-v-feodosii-povrezhdeny-16-rezervuarov-pozhar-prodolzhaetsya,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтебаз,поврежд|пожар|удар,"Подтвержден удар по нефтебазе в Феодосии: повреждены 16 резервуаров, пожар продолжается",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399674,20251018,1,1,2531900,liga,https://news.liga.net/politics/news/poyavilsya-sputnikovyi-snimok-neftyanogo-terminala-v-okkupirovannoi-feodosii-posle-udarov,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нефтяного терминал,удар,Появился спутниковый снимок нефтяного терминала в оккупированной Феодосии после ударов,TRUE,TRUE,TRUE,DISCOVERY_ONLY
399681,20251110,1,1,2526876,liveuamap,https://t.me/exilenova_plus/13645,,,,,38.92852,47.21537,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,пожеж,Повідомляється про пожежу на електропідстанції в Таганрозі,TRUE,TRUE,TRUE,DISCOVERY_ONLY
399682,20251110,1,1,2526872,liveuamap,https://t.me/supernova_plus/45302,,,,,38.92852,47.21537,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,вибух,На підстанції в Таганрозі Ростовської області сталося 2 вибухи.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
399684,20251111,1,1,2527027,liveuamap,https://t.me/exilenova_plus/13645,,,,,38.92852,47.21537,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,пожеж,Повідомляється про пожежу на електропідстанції в Таганрозі,TRUE,TRUE,TRUE,DISCOVERY_ONLY
399685,20251111,1,1,2564210,liga,https://news.liga.net/politics/news/genshtab-podtverdil-udary-po-npz-saratova-po-feodosii-i-okkupirovannoi-donetskoi-oblasti,,,,,35.38391,45.02665,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,НПЗ,удар,"Генштаб подтвердил удары по НПЗ Саратова, Феодосии и оккупированной Донецкой области",TRUE,TRUE,TRUE,DISCOVERY_ONLY
399686,20251111,1,1,2527023,liveuamap,https://t.me/supernova_plus/45302,,,,,38.92852,47.21537,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,вибух,На підстанції в Таганрозі Ростовської області сталося 2 вибухи.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431464,20260109,1,1,2774603,meduza,https://meduza.io/feature/2026/01/09/voyna,,,,,42.17583,48.23806,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,подстанц,поврежд|ракет|удар,"Вечером 8 января ВСУ нанесли ракетный удар по Белгороду, есть повреждения на объекте инфраструктуры, сообщил губернатор области Вячеслав Гладков. По данным телеграм-канала «Пепел», удар пришелся по подстанции «Сторожевая» и ТЭЦ «Луч». К утру больше 500 тысяч жителей Белгородской области оставались без света и отопления.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431474,20260114,1,1,2800415,liveuamap,https://t.me/GeneralStaffZSU/33742,,,,,38.92852,47.21537,ADM3,,,,,,,,AMMUNITION_ARSENAL,склад боєприпас,ракет|удар,"Генеральний штаб Збройних Сил України: підрозділи Збройних Сил України завдали удару по підприємству Атлант Аеро (Таганрог, Ростовська область, Російська Федерація) ракетами українського виробництва, крім того, було уражено низку цілей на тимчасово окупованих територіях (ТОТ) України, зокрема склад боєприпасів у Макіївці.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431478,20260115,1,1,2800475,liveuamap,https://t.me/GeneralStaffZSU/33742,,,,,38.92852,47.21537,ADM3,,,,,,,,AMMUNITION_ARSENAL,склад боєприпас,ракет|удар,"Генеральний штаб Збройних Сил України: підрозділи Збройних Сил України завдали удару по підприємству Атлант Аеро (Таганрог, Ростовська область, Російська Федерація) ракетами українського виробництва, крім того, було уражено низку цілей на тимчасово окупованих територіях (ТОТ) України, зокрема склад боєприпасів у Макіївці.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431493,20260128,1,1,3424377,pravdaua,https://www.pravda.com.ua/news/2026/01/28/8018263/,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL|PORT_EXPORT_LOGISTICS,нафтобаз|порт,атак|дрон,Фото У Феодосії дрони атакували місцевий порт та нафтобазу – ЗМІ.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431502,20260206,1,1,3412313,militarnyy,https://militarnyi.com/uk/news/syly-oborony-urazyly-tets-v-byelgorodi/,,,,,36.58734,50.59556,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,вибух|ракет|удар,Сили оборони України уразили ТЕЦ та підстанцію в Бєлгороді. Сили оборони України завдали ракетного удару по ТЕЦ «Белгород» та електропідстанції ПС 330/110 кВ «Фрунзенская» на Бєлгородщині. Про потужні вибухи в місті повідомив місцевий Telegram-канал «Пепел». Унаслідок успішного влучання в частині міс...,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431526,20260329,1,1,3249024,liveuamap,https://t.me/exilenova_plus/18093,,,,,35.38391,45.02665,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,Дрон|атак,Дрони атакували підстанцію Кафа поблизу Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431533,20260408,1,1,3317742,espreso,https://espreso.tv/viyna-z-rosiyeyu-sili-bezpilotnikh-sistem-atakuvali-naftoviy-terminal-u-feodosii,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтовий термінал,атак|безпілот,Сили безпілотних систем атакували нафтовий термінал у Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431534,20260408,1,1,3425782,pravdaua,https://epravda.com.ua/energetika/zsu-vdarili-po-naftobazi-u-krimu-820199,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,атак,Сили оборони атакували нафтобазу у анексованій Феодосії.,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431535,20260408,1,1,3425787,pravdaua,https://www.pravda.com.ua/news/2026/04/08/8029259/,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,дрон|знищ,"відео Мадяр: Українські дрони вдарили по нафтобазі РФ в Феодосії, знищили """"Бук"""", """"Тор"""" і """"Зоопарк"""" окупантів.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431536,20260408,1,1,3412772,militarnyy,https://militarnyi.com/uk/news/u-feodosiyi-zagorilasya-naftobaza-pislya-udaru-droniv/,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,безпілот|дрон|удар,"У Феодосії загорілася нафтобаза після удару дронів. У Феодосії, що у тимчасово окупованому Криму, вночі 8 квітня загорілася нафтобаза, яка забезпечує російську армію паливом. Про це повідомляють моніторингові канали «Крымский ветер» і Exilenova+. Ціллю українських безпілотників став АТ «Морсь...",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431537,20260409,1,1,3336507,liveuamap,https://t.me/exilenova_plus/18571,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,пожеж,Повідомляється про пожежу на нафтобазі у Феодосії,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431538,20260415,1,1,3412824,militarnyy,https://militarnyi.com/uk/news/na-rosijskomu-porohovomu-zavodi-bilya-samary-stavsya-vybuh/,,,,,50.20393,53.21946,ADM3,,,,,,,,DEFENSE_INDUSTRY,пороховому заводі біля Самари стався вибух. На російському пороховому завод,вибух,"На російському пороховому заводі біля Самари стався вибух. На російському пороховому заводі поблизу міста Самара сьогодні вдень стався вибух. Про це повідомляє Telegram-канал Exilenova+ і публікує відповідні кадри від очевидців. Над місцем вибуху здійнявся густий стовп білого диму, який видно щонайм...",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431539,20260416,1,1,3412830,militarnyy,https://militarnyi.com/uk/news/drony-zavdaly-udaru-po-elektropidstantsiyi-u-byelgorodi/,,,,,36.58734,50.59556,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,Дрон|атак|безпілот|удар,"Дрони завдали удару по електропідстанції у Бєлгороді. Вранці у четвер, 16 квітня, дрони завдали удару по електропідстанції у російському місті Бєлгород. Про це повідомив місцевий Telegram-канал «Пепел» і показав наслідки ураження. За наявною інформацією, безпілотники атакували підстанцію «Южная...",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431557,20260421,1,1,3413145,nv,https://nv.ua/ukr/world/countries/droni-sbu-vrazila-vorozhu-naftostanciyu-samara-yaka-formuye-eksportniy-sort-nafti-urals-dzherela-nv-50601865.html,,,,,50.20393,53.21946,ADM3,,,,,,,,PIPELINE_PUMPING,нафтопров,Дрон,"Дрони СБУ уразили російську станцію Самара нафтопроводу Дружба, яка формує експортний сорт нафти Urals — джерела NV",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431572,20260508,1,1,3542619,pravdaua,https://www.pravda.com.ua/news/2026/05/08/8033713/,,,,,39.70961,47.22165,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,НПЗ,Дрон|атак|пожеж,"Оновлено, відео Дрони атакували Москву, НПЗ у Ярославлі та Ростов: спалахнули пожежі.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431573,20260508,1,1,3541984,nv,https://nv.ua/ukr/world/countries/ataka-bezpilotnikiv-na-rosiyu-masshtabni-pozhezhi-spalahnuli-na-zavodah-yaroslavlya-ta-rostova-50606290.html,,,,,39.70961,47.22165,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,НПЗ,Безпілот|атак|пожеж,Безпілотники атакували Росію: повідомляють про масштабні пожежі на НПЗ у Ярославлі та на заводі у Ростові,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431578,20260522,1,1,3638177,militarnyy,https://militarnyi.com/uk/news/pozhezhu-na-aviabazi-u-taganrozi-vyyavyly-suputnyky-nasa/,,,,,38.92852,47.21537,ADM3,,,,,,,,STRATEGIC_AIRBASE,авіабаз|аеродром,Пожеж,Пожежу на авіабазі у Таганрозі виявили супутники NASA. Пожежу на території російського військового аеродрому «Таганрог-Центральный» у Ростовській області зафіксували супутники сервісу NASA FIRMS. На це вранці звернула увагу моніторингова група «Крымский ветер». Судячи з даних сайту американськог...,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431586,20260528,1,1,3679744,militarnyy,https://militarnyi.com/uk/news/ukrayina-zastosuvala-rakety-storm-shadow-dlya-udariv-po-aerodromah-u-voronezhi-j-taganrozi/,,,,,38.92852,47.21537,ADM3,,,,,,,,STRATEGIC_AIRBASE,аеродром,ракет|удар,Україна застосувала ракети Storm Shadow для ударів по аеродромах у Воронежі й Таганрозі. Літаки Повітряних Сил ЗСУ застосували крилаті ракети Storm Shadow для ударів по російських військових аеродромах у Воронежі й Таганрозі 27 травня. Про це повідомив Генеральний штаб. Також командування підтвердило ураження такими ракетами шта...,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431587,20260529,1,1,3686657,militarnyy,https://militarnyi.com/uk/news/suputnykovi-znimky-storm-shadow-taganrog/,,,,,38.92852,47.21537,ADM3,,,,,,,,MILITARY_COMMS_SPACE|STRATEGIC_AIRBASE,Супутникові знімки виявили ураження крилатими ракетами Storm Shadow розташування батальйону зв|аеродром,ракет,Storm Shadow уразили батальйону звʼязку та радіотехнічного забезпечення в Таганрозі. Супутникові знімки виявили ураження крилатими ракетами Storm Shadow розташування батальйону звʼязку та радіотехнічного забезпечення на території аеродрому «Таганрог-Центральний». Супутникові знімки опублікували OSINT-аналітики спільноти «КіберБ...,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431588,20260530,3,3,3693535|3693537|3693538,nv,https://nv.ua/ukr/ukraine/events/ptahi-madyara-atakuvali-aerodrom-u-taganrozi-znishcheno-otrk-iskander-i-litaki-tu-142-50612155.html|https://nv.ua/ukr/ukraine/events/u-taganrozi-ta-feodosiji-gorili-tanker-tinovogo-flotu-ta-naftobazi-rf-madyar-pokazav-video-50612169.html,,,,,38.92852,47.21537,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL|STRATEGIC_AIRBASE,аеродром|нафтобаз,безпілот|знищ|ракет,Бійці СБС знищили два літаки Ту-142 і ракетний комплекс Іскандер на аеродромі в Таганрозі — відео || Сили безпілотних систем уразили танкер тіньового флоту РФ та дві нафтобази у Таганрозі й Феодосії — відео || Сили безпілотних систем уразили танкер тіньового флоту РФ та дві нафтобази у Таганрозі й Феодосії — відео,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431589,20260530,3,2,3687292|3694149,pravdaua|unian,https://www.pravda.com.ua/news/2026/05/30/8037017/|https://www.unian.ua/war/droni-roznesli-dva-litaki-ta-iskander-v-taganrozi-shcho-vidomo-video-13397367.html,,,,,38.92852,47.21537,ADM3,,,,,,,,PORT_EXPORT_LOGISTICS|STRATEGIC_AIRBASE,аеродром|порт,Дрон|атак|дрон,"Дрони """"рознесли"""" аеродром РФ в Таганрозі: Мадяр розкрив втрати (відео) || У російському Таганрозі дрони атакували порт: горить танкер та резервуар з паливом.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431592,20260530,1,1,3693520,militarnyy,https://militarnyi.com/uk/news/brygada-nemesis-try-rezervuary-na-naftobaz/,,,,,35.38391,45.02665,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,безпілот|дрон|удар,Бригада Nemesis уразила три резервуари на нафтобазі в окупованій Феодосії. У ніч на 30 травня 412-та бригада безпілотних систем Nemesis завдала ударів по нафтобазі у Феодосії в окупованому Криму. Відео опублікував командувач СБС Роберт «Мадяр» Бровді на своїх сторінках у соцмережах. Ударів завдали дронами-камікадзе...,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431597,20260530,1,1,3693516,militarnyy,https://militarnyi.com/uk/news/sbs-urazyly-dva-litaky-tu-142-v-taganrozi/,,,,,38.92852,47.21537,ADM3,,,,,,,,STRATEGIC_AIRBASE,аеродром,Удар|безпілот|дрон,СБС уразили два протичовнові літаки Ту-142 в Таганрозі. У ніч на 30 травня Сили безпілотних систем уразили два протичовнові літаки Ту-142 на військовому аеродромі в Таганрозі. Про це повідомив командувач СБС Роберт «Мадяр» Бровді на своїх сторінках у соцмережах. Ударів завдали дронами-камікадзе вели...,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431600,20260531,1,1,3700380,militarnyy,https://militarnyi.com/uk/news/u-taganrozi-zagorilas-naftobaza-vnaslidok-ataky-droniv/,,,,,38.92852,47.21537,ADM3,,,,,,,,FUEL_STORAGE_TERMINAL,нафтобаз,Пожеж|атак|дрон|удар,"У Таганрозі загорілась нафтобаза внаслідок атаки дронів. У Матвєєвому Кургані, Таганрог унаслідок атаки ударних дронів спалахнула нафтобаза. Про це повідомляє Telegram-канал губернатора Ростовської області Юрія Слюсаря. Пожежа розпочалася на території паливного сховища приватного підприємства. Н...",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431602,20260610,1,1,3769658,nv,https://nv.ua/ukr/world/countries/samaru-atakuvali-droni-spalahnuv-kuybishevskiy-npz-video-50614879.html,,,,,50.20393,53.21946,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,НПЗ,атак,У російській Самарі після атаки загорівся Куйбишевський НПЗ — відео,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431603,20260610,1,1,3763435,pravdaua,https://www.pravda.com.ua/news/2026/06/10/8038578/,,,,,50.20393,53.21946,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,НПЗ,атак|дрон,"фото, відео У російській Самарі після атаки дронів горить НПЗ – соцмережі.",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431604,20260610,1,1,3763515,interfaxua,https://interfax.com.ua/news/general/1175395.html,,,,,50.20393,53.21946,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,НПЗ,дрон|удар,"НПЗ """"Куйбишевський"""" у Самарі уразили підрозділи далекобійних дронів ССО серією ударів",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431605,20260610,1,1,3769642,militarnyy,https://militarnyi.com/uk/news/u-samari-goryt-kujbyshevskyj-npz-pislya-udaru-syl-oborony-ukrayiny/,,,,,50.20393,53.21946,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,НПЗ|нафтоперероб,удар,"У Самарі горить Куйбишевський НПЗ після удару Сил оборони України. Сили оборони України уразили Куйбишевський нафтопереробний завод у російській Самарі, після чого на його території фіксується кілька осередків горіння. Відео з місця публікують у Telegram-каналі Exilenova+, також про удар повідомляє Astra. У...",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431606,20260611,1,1,3776568,militarnyy,https://militarnyi.com/uk/news/udar-bezpilotnykiv-zupynyv-robotu-kujbyshevskogo-npz-u-rosijskij-samari/,,,,,50.20393,53.21946,ADM3,,,,,,,,REFINING_PETROCHEM_GAS,НПЗ,Удар|безпілот,"Удар безпілотників зупинив роботу Куйбишевського НПЗ у російській Самарі. Куйбишевський НПЗ, що розташований у російській Самарі, зупинив переробку нафти після удару безпілотників вранці 10 червня. Про це повідомляє Reuters із посиланням на власні джерела в нафтогазовій галузі. За даними співрозмовників інформацій...",TRUE,TRUE,TRUE,DISCOVERY_ONLY
431607,20260620,1,1,3832489,espreso,https://espreso.tv/viyna-z-rosiyeyu-partizani-poshkodili-elektropidstantsiyu-v-taganrozi-ta-zupinili-virobnitstvo-udarnikh-bpla-dlya-armii-rf,,,,,38.92852,47.21537,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,удар,Партизани пошкодили електропідстанцію в Таганрозі та зупинили виробництво ударних БПЛА для армії РФ,TRUE,TRUE,TRUE,DISCOVERY_ONLY
431608,20260620,1,1,3838833,nv,https://nv.ua/ukr/world/countries/diversiya-v-taganrozi-poshkodzheno-pidstanciyu-zavodu-droniv-atlant-aero-50617834.html,,,,,38.92852,47.21537,ADM3,,,,,,,,ENERGY_GRID_SUPPORT,підстанц,дрон|пошкодж,"Партизани заявили про пошкодження електропідстанції в Таганрозі, яка живила завод із виробництва дронів — відео",TRUE,TRUE,TRUE,DISCOVERY_ONLY
